Id,Label,type,indegree,outdegree,Degree,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,strongcompnum,modularity_class,stat_inf_class,clustering,eigencentrality
P00296242,P00296242,Product,0,285,285,0,2176471,2176471,1,1,1,0,0,0.018613,0.000079,0,7100,4,401,0,0
P00144042,P00144042,Product,0,257,257,0,2735796,2735796,1,1,1,0,0,0.018247,0.000079,0,7101,5,1723,0,0
P00040942,P00040942,Product,0,35,35,0,447231,447231,1,1,1,0,0,0.003584,0.000079,0,7102,4,2118,0,0
P00043842,P00043842,Product,0,52,52,0,340131,340131,1,1,1,0,0,0.004375,0.000079,0,7103,4,792,0,0
P00032142,P00032142,Product,0,78,78,0,371158,371158,1,1,1,0,0,0.006308,0.000079,0,7104,3,1744,0,0
P00000542,P00000542,Product,0,149,149,0,807212,807212,1,1,1,0,0,0.012108,0.000079,0,7105,4,2729,0,0
P00035642,P00035642,Product,0,36,36,0,221071,221071,1,1,1,0,0,0.003025,0.000079,0,7106,4,2071,0,0
P00291242,P00291242,Product,0,29,29,0,194643,194643,1,1,1,0,0,0.002166,0.000079,0,7107,4,1146,0,0
P00198842,P00198842,Product,0,42,42,0,248831,248831,1,1,1,0,0,0.003652,0.000079,0,7108,4,2784,0,0
P00256342,P00256342,Product,0,12,12,0,64680,64680,1,1,1,0,0,0.001359,0.000079,0,7109,1,2298,0,0
P00298442,P00298442,Product,0,282,282,0,4249618,4249618,1,1,1,0,0,0.019489,0.000079,0,7110,0,266,0,0
P00191942,P00191942,Product,0,111,111,0,1305895,1305895,1,1,1,0,0,0.008828,0.000079,0,7111,5,63,0,0
P00230942,P00230942,Product,0,465,465,0,3145849,3145849,1,1,1,0,0,0.029271,0.000079,0,7112,0,602,0,0
P00305342,P00305342,Product,0,21,21,0,104507,104507,1,1,1,0,0,0.001167,0.000079,0,7113,0,833,0,0
P00157142,P00157142,Product,0,262,262,0,1216172,1216172,1,1,1,0,0,0.020589,0.000079,0,7114,3,1188,0,0
P00256842,P00256842,Product,0,133,133,0,707947,707947,1,1,1,0,0,0.008397,0.000079,0,7115,0,1401,0,0
P00002042,P00002042,Product,0,93,93,0,889731,889731,1,1,1,0,0,0.009012,0.000079,0,7116,3,466,0,0
P00294242,P00294242,Product,0,283,283,0,619348,619348,1,1,1,0,0,0.014875,0.000079,0,7117,0,2702,0,0
P00193642,P00193642,Product,0,249,249,0,2751118,2751118,1,1,1,0,0,0.018848,0.000079,0,7118,3,782,0,0
P00109542,P00109542,Product,0,563,563,0,4078537,4078537,1,1,1,0,0,0.034827,0.000079,0,7119,1,440,0,0
P00169442,P00169442,Product,0,139,139,0,1045562,1045562,1,1,1,0,0,0.009618,0.000079,0,7120,4,1281,0,0
P00022142,P00022142,Product,0,75,75,0,785570,785570,1,1,1,0,0,0.00685,0.000079,0,7121,3,1117,0,0
P00231242,P00231242,Product,0,163,163,0,1931184,1931184,1,1,1,0,0,0.013624,0.000079,0,7122,3,2058,0,0
P00299142,P00299142,Product,0,460,460,0,3105549,3105549,1,1,1,0,0,0.032318,0.000079,0,7123,1,57,0,0
P00337542,P00337542,Product,0,295,295,0,1679807,1679807,1,1,1,0,0,0.02419,0.000079,0,7124,4,2302,0,0
P00065042,P00065042,Product,0,270,270,0,1790642,1790642,1,1,1,0,0,0.01742,0.000079,0,7125,3,2555,0,0
P00148442,P00148442,Product,0,130,130,0,1506096,1506096,1,1,1,0,0,0.010724,0.000079,0,7126,3,306,0,0
P00349242,P00349242,Product,0,146,146,0,1110851,1110851,1,1,1,0,0,0.010113,0.000079,0,7127,1,2617,0,0
P00289842,P00289842,Product,0,310,310,0,3236766,3236766,1,1,1,0,0,0.01957,0.000079,0,7128,0,1019,0,0
P00033942,P00033942,Product,0,233,233,0,1516090,1516090,1,1,1,0,0,0.017171,0.000079,0,7129,1,331,0,0
P00190542,P00190542,Product,0,314,314,0,3076308,3076308,1,1,1,0,0,0.022807,0.000079,0,7130,5,292,0,0
P00207942,P00207942,Product,0,546,546,0,8718926,8718926,1,1,1,0,0,0.038492,0.000079,0,7131,4,1033,0,0
P00164842,P00164842,Product,0,55,55,0,319403,319403,1,1,1,0,0,0.004219,0.000079,0,7132,4,1533,0,0
P00266442,P00266442,Product,0,105,105,0,658913,658913,1,1,1,0,0,0.00909,0.000079,0,7133,1,1960,0,0
P00346242,P00346242,Product,0,557,557,0,8082430,8082430,1,1,1,0,0,0.036008,0.000079,0,7134,3,1748,0,0
P00103242,P00103242,Product,0,228,228,0,1769560,1769560,1,1,1,0,0,0.017538,0.000079,0,7135,1,55,0,0
P00061542,P00061542,Product,0,11,11,0,70421,70421,1,1,1,0,0,0.000951,0.000079,0,7136,1,788,0,0
P00209142,P00209142,Product,0,174,174,0,1116481,1116481,1,1,1,0,0,0.012417,0.000079,0,7137,1,1680,0,0
P00052442,P00052442,Product,0,116,116,0,637234,637234,1,1,1,0,0,0.009847,0.000079,0,7138,4,2374,0,0
P00116542,P00116542,Product,0,318,318,0,2325155,2325155,1,1,1,0,0,0.01893,0.000079,0,7139,1,91,0,0
P00325742,P00325742,Product,0,389,389,0,3892294,3892294,1,1,1,0,0,0.029834,0.000079,0,7140,3,349,0,0
P00340042,P00340042,Product,0,5,5,0,31673,31673,1,1,1,0,0,0.000159,0.000079,0,7141,1,2194,0,0
P00221742,P00221742,Product,0,242,242,0,3072772,3072772,1,1,1,0,0,0.020305,0.000079,0,7142,3,2503,0,0
P00241742,P00241742,Product,0,27,27,0,181339,181339,1,1,1,0,0,0.002274,0.000079,0,7143,1,692,0,0
P00018842,P00018842,Product,0,95,95,0,396155,396155,1,1,1,0,0,0.008535,0.000079,0,7144,4,141,0,0
P00297742,P00297742,Product,0,194,194,0,1628644,1628644,1,1,1,0,0,0.012146,0.000079,0,7145,1,2454,0,0
P00168142,P00168142,Product,0,22,22,0,171180,171180,1,1,1,0,0,0.001688,0.000079,0,7146,1,1057,0,0
P00106042,P00106042,Product,0,905,905,0,6855035,6855035,1,1,1,0,0,0.055283,0.000079,0,7147,1,92,0,0
P00163442,P00163442,Product,0,339,339,0,4877203,4877203,1,1,1,0,0,0.025603,0.000079,0,7148,4,1694,0,0
P00237842,P00237842,Product,0,101,101,0,472711,472711,1,1,1,0,0,0.00782,0.000079,0,7149,0,2036,0,0
P00300042,P00300042,Product,0,248,248,0,3398008,3398008,1,1,1,0,0,0.015978,0.000079,0,7150,0,75,0,0
P00196542,P00196542,Product,0,369,369,0,2179197,2179197,1,1,1,0,0,0.028859,0.000079,0,7151,4,70,0,0
P00273942,P00273942,Product,0,178,178,0,1179717,1179717,1,1,1,0,0,0.014413,0.000079,0,7152,1,2271,0,0
P00272842,P00272842,Product,0,81,81,0,603547,603547,1,1,1,0,0,0.004921,0.000079,0,7153,1,377,0,0
P00116042,P00116042,Product,0,140,140,0,1144897,1144897,1,1,1,0,0,0.009058,0.000079,0,7154,1,2299,0,0
P00012142,P00012142,Product,0,188,188,0,1277921,1277921,1,1,1,0,0,0.01371,0.000079,0,7155,1,1732,0,0
P00104942,P00104942,Product,0,209,209,0,1381018,1381018,1,1,1,0,0,0.016828,0.000079,0,7156,1,747,0,0
P00117242,P00117242,Product,0,380,380,0,3116858,3116858,1,1,1,0,0,0.027191,0.000079,0,7157,1,85,0,0
P00085642,P00085642,Product,0,236,236,0,1738641,1738641,1,1,1,0,0,0.016122,0.000079,0,7158,1,2210,0,0
P00123842,P00123842,Product,0,204,204,0,961455,961455,1,1,1,0,0,0.015389,0.000079,0,7159,3,660,0,0
P00300242,P00300242,Product,0,15,15,0,101300,101300,1,1,1,0,0,0.001189,0.000079,0,7160,1,691,0,0
P00108642,P00108642,Product,0,105,105,0,697265,697265,1,1,1,0,0,0.009247,0.000079,0,7161,1,2276,0,0
P00101742,P00101742,Product,0,396,396,0,456146,456146,1,1,1,0,0,0.029535,0.000079,0,7162,4,2341,0,0
P00367942,P00367942,Product,0,66,66,0,451951,451951,1,1,1,0,0,0.004196,0.000079,0,7163,1,851,0,0
P00209642,P00209642,Product,0,151,151,0,2270614,2270614,1,1,1,0,0,0.010976,0.000079,0,7164,3,2064,0,0
P00085342,P00085342,Product,0,552,552,0,11581108,11581108,1,1,1,0,0,0.029421,0.000079,0,7165,1,2175,0,0
P00111942,P00111942,Product,0,646,646,0,5449323,5449323,1,1,1,0,0,0.041967,0.000079,0,7166,1,2698,0,0
P00283142,P00283142,Product,0,310,310,0,227502,227502,1,1,1,0,0,0.022108,0.000079,0,7167,4,1897,0,0
P00186642,P00186642,Product,0,300,300,0,3451691,3451691,1,1,1,0,0,0.021069,0.000079,0,7168,3,1351,0,0
P00177142,P00177142,Product,0,190,190,0,1557867,1557867,1,1,1,0,0,0.013041,0.000079,0,7169,1,1016,0,0
P00350142,P00350142,Product,0,134,134,0,1034239,1034239,1,1,1,0,0,0.008789,0.000079,0,7170,1,2448,0,0
P00123742,P00123742,Product,0,405,405,0,2347573,2347573,1,1,1,0,0,0.028156,0.000079,0,7171,1,277,0,0
P00338842,P00338842,Product,0,67,67,0,353104,353104,1,1,1,0,0,0.004941,0.000079,0,7172,1,242,0,0
P00368442,P00368442,Product,0,127,127,0,632164,632164,1,1,1,0,0,0.008347,0.000079,0,7173,3,96,0,0
P00316842,P00316842,Product,0,181,181,0,434730,434730,1,1,1,0,0,0.015014,0.000079,0,7174,5,2727,0,0
P00320042,P00320042,Product,0,44,44,0,496662,496662,1,1,1,0,0,0.004574,0.000079,0,7175,3,2014,0,0
P0095642,P0095642,Product,0,210,210,0,1190484,1190484,1,1,1,0,0,0.017739,0.000079,0,7176,4,1624,0,0
P00206342,P00206342,Product,0,109,109,0,588130,588130,1,1,1,0,0,0.010734,0.000079,0,7177,4,383,0,0
P00316442,P00316442,Product,0,113,113,0,546327,546327,1,1,1,0,0,0.010533,0.000079,0,7178,4,945,0,0
P00218742,P00218742,Product,0,116,116,0,488177,488177,1,1,1,0,0,0.010826,0.000079,0,7179,3,558,0,0
P00124942,P00124942,Product,0,92,92,0,452938,452938,1,1,1,0,0,0.008789,0.000079,0,7180,3,1609,0,0
P00267242,P00267242,Product,0,21,21,0,74310,74310,1,1,1,0,0,0.002097,0.000079,0,7181,3,254,0,0
P00193942,P00193942,Product,0,85,85,0,312686,312686,1,1,1,0,0,0.008064,0.000079,0,7182,3,553,0,0
P00180542,P00180542,Product,0,60,60,0,191137,191137,1,1,1,0,0,0.004713,0.000079,0,7183,3,1224,0,0
P00226842,P00226842,Product,0,64,64,0,243163,243163,1,1,1,0,0,0.004615,0.000079,0,7184,3,1480,0,0
P00204742,P00204742,Product,0,111,111,0,806248,806248,1,1,1,0,0,0.009164,0.000079,0,7185,4,425,0,0
P00285242,P00285242,Product,0,103,103,0,1010183,1010183,1,1,1,0,0,0.009134,0.000079,0,7186,1,2214,0,0
P00232642,P00232642,Product,0,92,92,0,569359,569359,1,1,1,0,0,0.007444,0.000079,0,7187,1,1381,0,0
P00282342,P00282342,Product,0,99,99,0,1066952,1066952,1,1,1,0,0,0.009055,0.000079,0,7188,1,239,0,0
P00257842,P00257842,Product,0,58,58,0,294491,294491,1,1,1,0,0,0.004731,0.000079,0,7189,3,2817,0,0
P00303942,P00303942,Product,0,78,78,0,450793,450793,1,1,1,0,0,0.007327,0.000079,0,7190,4,719,0,0
P00212442,P00212442,Product,0,88,88,0,320245,320245,1,1,1,0,0,0.00681,0.000079,0,7191,3,1231,0,0
P00354842,P00354842,Product,0,29,29,0,194464,194464,1,1,1,0,0,0.002181,0.000079,0,7192,0,1039,0,0
P00223142,P00223142,Product,0,272,272,0,1753550,1753550,1,1,1,0,0,0.021966,0.000079,0,7193,4,968,0,0
P00191342,P00191342,Product,0,141,141,0,1243677,1243677,1,1,1,0,0,0.010046,0.000079,0,7194,3,1375,0,0
P00015842,P00015842,Product,0,267,267,0,3579328,3579328,1,1,1,0,0,0.021677,0.000079,0,7195,3,2663,0,0
P00330242,P00330242,Product,0,277,277,0,1520084,1520084,1,1,1,0,0,0.013482,0.000079,0,7196,0,1341,0,0
P00310342,P00310342,Product,0,180,180,0,2807746,2807746,1,1,1,0,0,0.012346,0.000079,0,7197,1,84,0,0
P00006942,P00006942,Product,0,498,498,0,6165491,6165491,1,1,1,0,0,0.032762,0.000079,0,7198,3,98,0,0
P00296142,P00296142,Product,0,88,88,0,396874,396874,1,1,1,0,0,0.004656,0.000079,0,7199,0,1917,0,0
P00015742,P00015742,Product,0,241,241,0,4055300,4055300,1,1,1,0,0,0.01641,0.000079,0,7200,1,2523,0,0
P00280842,P00280842,Product,0,280,280,0,3811929,3811929,1,1,1,0,0,0.0237,0.000079,0,7201,3,1495,0,0
P00253142,P00253142,Product,0,257,257,0,2943388,2943388,1,1,1,0,0,0.023039,0.000079,0,7202,3,2368,0,0
P00012242,P00012242,Product,0,51,51,0,338013,338013,1,1,1,0,0,0.004104,0.000079,0,7203,5,2703,0,0
P0096842,P0096842,Product,0,298,298,0,2998846,2998846,1,1,1,0,0,0.020382,0.000079,0,7204,5,2423,0,0
P00145142,P00145142,Product,0,28,28,0,140506,140506,1,1,1,0,0,0.002169,0.000079,0,7205,4,882,0,0
P00054342,P00054342,Product,0,73,73,0,1308927,1308927,1,1,1,0,0,0.004893,0.000079,0,7206,1,1145,0,0
P00223742,P00223742,Product,0,104,104,0,965800,965800,1,1,1,0,0,0.009892,0.000079,0,7207,3,2466,0,0
P00150842,P00150842,Product,0,258,258,0,1008434,1008434,1,1,1,0,0,0.019269,0.000079,0,7208,3,2227,0,0
P00232042,P00232042,Product,0,68,68,0,213717,213717,1,1,1,0,0,0.005108,0.000079,0,7209,3,2565,0,0
P00177542,P00177542,Product,0,591,591,0,9086621,9086621,1,1,1,0,0,0.041487,0.000079,0,7210,2,89,0,0
P00359742,P00359742,Product,0,171,171,0,1791271,1791271,1,1,1,0,0,0.013428,0.000079,0,7211,3,870,0,0
P00210042,P00210042,Product,0,784,784,0,5621096,5621096,1,1,1,0,0,0.04716,0.000079,0,7212,4,1178,0,0
P00297342,P00297342,Product,0,171,171,0,1089640,1089640,1,1,1,0,0,0.00982,0.000079,0,7213,0,877,0,0
P00206042,P00206042,Product,0,115,115,0,641288,641288,1,1,1,0,0,0.01064,0.000079,0,7214,4,213,0,0
P00294842,P00294842,Product,0,162,162,0,1178239,1178239,1,1,1,0,0,0.009575,0.000079,0,7215,1,2723,0,0
P00059642,P00059642,Product,0,356,356,0,4864971,4864971,1,1,1,0,0,0.024659,0.000079,0,7216,3,2802,0,0
P00368142,P00368142,Product,0,193,193,0,2234752,2234752,1,1,1,0,0,0.012701,0.000079,0,7217,3,689,0,0
P00327642,P00327642,Product,0,203,203,0,632487,632487,1,1,1,0,0,0.014896,0.000079,0,7218,1,1782,0,0
P00126542,P00126542,Product,0,48,48,0,372217,372217,1,1,1,0,0,0.003135,0.000079,0,7219,1,484,0,0
P00088442,P00088442,Product,0,52,52,0,388326,388326,1,1,1,0,0,0.004852,0.000079,0,7220,1,570,0,0
P00176142,P00176142,Product,0,53,53,0,403055,403055,1,1,1,0,0,0.004005,0.000079,0,7221,1,1573,0,0
P00040142,P00040142,Product,0,51,51,0,239563,239563,1,1,1,0,0,0.004747,0.000079,0,7222,4,914,0,0
P00321042,P00321042,Product,0,263,263,0,3370412,3370412,1,1,1,0,0,0.021767,0.000079,0,7223,3,1050,0,0
P00252742,P00252742,Product,0,118,118,0,1013745,1013745,1,1,1,0,0,0.006545,0.000079,0,7224,1,268,0,0
P00056542,P00056542,Product,0,1,1,0,9790,9790,1,1,1,0,0,0.000057,0.000079,0,7225,0,2413,0,0
P00022742,P00022742,Product,0,127,127,0,939842,939842,1,1,1,0,0,0.008286,0.000079,0,7226,0,988,0,0
P00120742,P00120742,Product,0,230,230,0,1670126,1670126,1,1,1,0,0,0.020076,0.000079,0,7227,4,2559,0,0
P00054242,P00054242,Product,0,351,351,0,5426921,5426921,1,1,1,0,0,0.024573,0.000079,0,7228,4,2815,0,0
P00295742,P00295742,Product,0,257,257,0,1661400,1661400,1,1,1,0,0,0.015589,0.000079,0,7229,0,1547,0,0
P00336942,P00336942,Product,0,451,451,0,2714244,2714244,1,1,1,0,0,0.033103,0.000079,0,7230,4,99,0,0
P00136842,P00136842,Product,0,136,136,0,1811536,1811536,1,1,1,0,0,0.00971,0.000079,0,7231,1,798,0,0
P00304042,P00304042,Product,0,357,357,0,1982911,1982911,1,1,1,0,0,0.026673,0.000079,0,7232,4,2123,0,0
P00127042,P00127042,Product,0,203,203,0,430948,430948,1,1,1,0,0,0.013466,0.000079,0,7233,5,2381,0,0
P00166042,P00166042,Product,0,41,41,0,186984,186984,1,1,1,0,0,0.003524,0.000079,0,7234,4,619,0,0
P00315842,P00315842,Product,0,169,169,0,823225,823225,1,1,1,0,0,0.015762,0.000079,0,7235,4,2319,0,0
P00271542,P00271542,Product,0,131,131,0,378221,378221,1,1,1,0,0,0.010353,0.000079,0,7236,1,2179,0,0
P00311342,P00311342,Product,0,22,22,0,224780,224780,1,1,1,0,0,0.001664,0.000079,0,7237,1,1330,0,0
P00088042,P00088042,Product,0,205,205,0,3147551,3147551,1,1,1,0,0,0.013674,0.000079,0,7238,1,2738,0,0
P00256442,P00256442,Product,0,10,10,0,58369,58369,1,1,1,0,0,0.00086,0.000079,0,7239,4,1001,0,0
P00215042,P00215042,Product,0,8,8,0,52564,52564,1,1,1,0,0,0.000545,0.000079,0,7240,1,959,0,0
P00353142,P00353142,Product,0,92,92,0,452021,452021,1,1,1,0,0,0.006812,0.000079,0,7241,3,1947,0,0
P00276242,P00276242,Product,0,31,31,0,244515,244515,1,1,1,0,0,0.002098,0.000079,0,7242,1,2697,0,0
P00031742,P00031742,Product,0,32,32,0,272052,272052,1,1,1,0,0,0.001727,0.000079,0,7243,1,910,0,0
P00176642,P00176642,Product,0,275,275,0,4794672,4794672,1,1,1,0,0,0.01739,0.000079,0,7244,1,2463,0,0
P00174042,P00174042,Product,0,65,65,0,148662,148662,1,1,1,0,0,0.004202,0.000079,0,7245,5,1208,0,0
P00029142,P00029142,Product,0,75,75,0,522858,522858,1,1,1,0,0,0.005245,0.000079,0,7246,0,969,0,0
P00070942,P00070942,Product,0,379,379,0,4652822,4652822,1,1,1,0,0,0.020948,0.000079,0,7247,1,2790,0,0
P00211442,P00211442,Product,0,16,16,0,106261,106261,1,1,1,0,0,0.001074,0.000079,0,7248,4,995,0,0
P0099242,P0099242,Product,0,257,257,0,1749745,1749745,1,1,1,0,0,0.019315,0.000079,0,7249,4,357,0,0
P00034342,P00034342,Product,0,67,67,0,382474,382474,1,1,1,0,0,0.005179,0.000079,0,7250,4,2294,0,0
P00024942,P00024942,Product,0,41,41,0,151077,151077,1,1,1,0,0,0.004191,0.000079,0,7251,4,2530,0,0
P00246642,P00246642,Product,0,36,36,0,398669,398669,1,1,1,0,0,0.002808,0.000079,0,7252,3,145,0,0
P00074642,P00074642,Product,0,517,517,0,2753050,2753050,1,1,1,0,0,0.034428,0.000079,0,7253,3,1564,0,0
P00105342,P00105342,Product,0,487,487,0,6612022,6612022,1,1,1,0,0,0.034183,0.000079,0,7254,3,2362,0,0
P00319142,P00319142,Product,0,132,132,0,781560,781560,1,1,1,0,0,0.010547,0.000079,0,7255,1,1414,0,0
P00329242,P00329242,Product,0,288,288,0,1770629,1770629,1,1,1,0,0,0.022747,0.000079,0,7256,4,1103,0,0
P0094342,P0094342,Product,0,121,121,0,259521,259521,1,1,1,0,0,0.010605,0.000079,0,7257,3,924,0,0
P00280242,P00280242,Product,0,35,35,0,183978,183978,1,1,1,0,0,0.004081,0.000079,0,7258,3,1368,0,0
P00151042,P00151042,Product,0,49,49,0,248099,248099,1,1,1,0,0,0.004498,0.000079,0,7259,4,959,0,0
P00000342,P00000342,Product,0,244,244,0,1296475,1296475,1,1,1,0,0,0.017293,0.000079,0,7260,4,707,0,0
P00211542,P00211542,Product,0,54,54,0,236533,236533,1,1,1,0,0,0.00453,0.000079,0,7261,4,282,0,0
P00218942,P00218942,Product,0,95,95,0,327928,327928,1,1,1,0,0,0.009481,0.000079,0,7262,4,2056,0,0
P00278242,P00278242,Product,0,239,239,0,3443718,3443718,1,1,1,0,0,0.019536,0.000079,0,7263,3,2578,0,0
P00284842,P00284842,Product,0,202,202,0,3140545,3140545,1,1,1,0,0,0.014033,0.000079,0,7264,1,436,0,0
P00102142,P00102142,Product,0,410,410,0,278741,278741,1,1,1,0,0,0.030346,0.000079,0,7265,4,2824,0,0
P00175642,P00175642,Product,0,64,64,0,508760,508760,1,1,1,0,0,0.004671,0.000079,0,7266,1,2674,0,0
P00222842,P00222842,Product,0,269,269,0,1831368,1831368,1,1,1,0,0,0.024076,0.000079,0,7267,4,971,0,0
P00054942,P00054942,Product,0,270,270,0,1771137,1771137,1,1,1,0,0,0.019708,0.000079,0,7268,4,2177,0,0
P00002442,P00002442,Product,0,330,330,0,2102019,2102019,1,1,1,0,0,0.020911,0.000079,0,7269,0,681,0,0
P00026742,P00026742,Product,0,134,134,0,790811,790811,1,1,1,0,0,0.012373,0.000079,0,7270,3,305,0,0
P00018642,P00018642,Product,0,43,43,0,213501,213501,1,1,1,0,0,0.004157,0.000079,0,7271,4,2638,0,0
P00054042,P00054042,Product,0,296,296,0,898314,898314,1,1,1,0,0,0.022671,0.000079,0,7272,3,826,0,0
P00228642,P00228642,Product,0,318,318,0,1728320,1728320,1,1,1,0,0,0.027816,0.000079,0,7273,3,1966,0,0
P0098442,P0098442,Product,0,72,72,0,1126996,1126996,1,1,1,0,0,0.005923,0.000079,0,7274,1,1596,0,0
P00106642,P00106642,Product,0,151,151,0,2735112,2735112,1,1,1,0,0,0.00868,0.000079,0,7275,1,105,0,0
P00114442,P00114442,Product,0,553,553,0,4188204,4188204,1,1,1,0,0,0.036668,0.000079,0,7276,1,998,0,0
P00228042,P00228042,Product,0,58,58,0,289341,289341,1,1,1,0,0,0.007014,0.000079,0,7277,4,1323,0,0
P00053742,P00053742,Product,0,93,93,0,488946,488946,1,1,1,0,0,0.008143,0.000079,0,7278,4,1199,0,0
P0094742,P0094742,Product,0,72,72,0,643945,643945,1,1,1,0,0,0.006863,0.000079,0,7279,3,1999,0,0
P00036442,P00036442,Product,0,150,150,0,2370656,2370656,1,1,1,0,0,0.011901,0.000079,0,7280,1,906,0,0
P00064142,P00064142,Product,0,70,70,0,867671,867671,1,1,1,0,0,0.007278,0.000079,0,7281,4,1980,0,0
P00021942,P00021942,Product,0,140,140,0,877852,877852,1,1,1,0,0,0.012362,0.000079,0,7282,4,395,0,0
P00221242,P00221242,Product,0,164,164,0,1482752,1482752,1,1,1,0,0,0.014925,0.000079,0,7283,3,1759,0,0
P00113842,P00113842,Product,0,136,136,0,2114659,2114659,1,1,1,0,0,0.011169,0.000079,0,7284,1,61,0,0
P00133842,P00133842,Product,0,37,37,0,217315,217315,1,1,1,0,0,0.003288,0.000079,0,7285,4,591,0,0
P00067142,P00067142,Product,0,76,76,0,451236,451236,1,1,1,0,0,0.006335,0.000079,0,7286,4,1496,0,0
P00191242,P00191242,Product,0,96,96,0,681816,681816,1,1,1,0,0,0.007544,0.000079,0,7287,3,2853,0,0
P00253242,P00253242,Product,0,126,126,0,773186,773186,1,1,1,0,0,0.010696,0.000079,0,7288,4,2741,0,0
P00197042,P00197042,Product,0,370,370,0,2452644,2452644,1,1,1,0,0,0.026957,0.000079,0,7289,1,48,0,0
P00196642,P00196642,Product,0,198,198,0,1232762,1232762,1,1,1,0,0,0.018527,0.000079,0,7290,4,2310,0,0
P00195542,P00195542,Product,0,131,131,0,1387387,1387387,1,1,1,0,0,0.010961,0.000079,0,7291,5,339,0,0
P00236942,P00236942,Product,0,216,216,0,297076,297076,1,1,1,0,0,0.016331,0.000079,0,7292,1,2581,0,0
P00190442,P00190442,Product,0,41,41,0,91073,91073,1,1,1,0,0,0.003888,0.000079,0,7293,4,1454,0,0
P00294442,P00294442,Product,0,237,237,0,2463056,2463056,1,1,1,0,0,0.013161,0.000079,0,7294,0,1697,0,0
P00179842,P00179842,Product,0,92,92,0,310176,310176,1,1,1,0,0,0.006662,0.000079,0,7295,3,1212,0,0
P00237642,P00237642,Product,0,390,390,0,2303916,2303916,1,1,1,0,0,0.02271,0.000079,0,7296,0,818,0,0
P00302342,P00302342,Product,0,259,259,0,2034304,2034304,1,1,1,0,0,0.020181,0.000079,0,7297,4,2645,0,0
P00221842,P00221842,Product,0,225,225,0,2517583,2517583,1,1,1,0,0,0.020362,0.000079,0,7298,3,1189,0,0
P00174242,P00174242,Product,0,329,329,0,5194431,5194431,1,1,1,0,0,0.023194,0.000079,0,7299,3,2595,0,0
P00226342,P00226342,Product,0,599,599,0,3072015,3072015,1,1,1,0,0,0.038475,0.000079,0,7300,3,2464,0,0
P00119842,P00119842,Product,0,98,98,0,1572044,1572044,1,1,1,0,0,0.007487,0.000079,0,7301,1,1880,0,0
P00230342,P00230342,Product,0,195,195,0,1170844,1170844,1,1,1,0,0,0.015092,0.000079,0,7302,4,2094,0,0
P00224342,P00224342,Product,0,64,64,0,374339,374339,1,1,1,0,0,0.005735,0.000079,0,7303,4,294,0,0
P00037342,P00037342,Product,0,152,152,0,889716,889716,1,1,1,0,0,0.013596,0.000079,0,7304,3,1954,0,0
P00184642,P00184642,Product,0,120,120,0,830307,830307,1,1,1,0,0,0.009595,0.000079,0,7305,4,541,0,0
P00138342,P00138342,Product,0,81,81,0,519783,519783,1,1,1,0,0,0.006186,0.000079,0,7306,4,2478,0,0
P00188242,P00188242,Product,0,38,38,0,249769,249769,1,1,1,0,0,0.002676,0.000079,0,7307,4,2783,0,0
P00137142,P00137142,Product,0,65,65,0,44920,44920,1,1,1,0,0,0.004662,0.000079,0,7308,4,1605,0,0
P00238742,P00238742,Product,0,122,122,0,85177,85177,1,1,1,0,0,0.009539,0.000079,0,7309,4,2204,0,0
P00220742,P00220742,Product,0,120,120,0,1108687,1108687,1,1,1,0,0,0.008818,0.000079,0,7310,3,1420,0,0
P00022442,P00022442,Product,0,186,186,0,1300089,1300089,1,1,1,0,0,0.015314,0.000079,0,7311,4,1464,0,0
P00183342,P00183342,Product,0,628,628,0,3585146,3585146,1,1,1,0,0,0.043819,0.000079,0,7312,3,1961,0,0
P00189242,P00189242,Product,0,160,160,0,817958,817958,1,1,1,0,0,0.012642,0.000079,0,7313,4,1297,0,0
P00232842,P00232842,Product,0,43,43,0,214604,214604,1,1,1,0,0,0.003082,0.000079,0,7314,1,2166,0,0
P00026242,P00026242,Product,0,32,32,0,206797,206797,1,1,1,0,0,0.002513,0.000079,0,7315,1,1488,0,0
P00075542,P00075542,Product,0,351,351,0,2827366,2827366,1,1,1,0,0,0.023921,0.000079,0,7316,1,86,0,0
P00224242,P00224242,Product,0,29,29,0,199834,199834,1,1,1,0,0,0.001333,0.000079,0,7317,0,2604,0,0
P00368642,P00368642,Product,0,130,130,0,734225,734225,1,1,1,0,0,0.007909,0.000079,0,7318,3,1543,0,0
P00186542,P00186542,Product,0,31,31,0,353550,353550,1,1,1,0,0,0.002346,0.000079,0,7319,5,2791,0,0
P00317142,P00317142,Product,0,62,62,0,420099,420099,1,1,1,0,0,0.00598,0.000079,0,7320,3,2781,0,0
P00309942,P00309942,Product,0,103,103,0,513435,513435,1,1,1,0,0,0.00617,0.000079,0,7321,0,1192,0,0
P00184042,P00184042,Product,0,342,342,0,6077094,6077094,1,1,1,0,0,0.021002,0.000079,0,7322,1,702,0,0
P00029442,P00029442,Product,0,45,45,0,338250,338250,1,1,1,0,0,0.003122,0.000079,0,7323,1,2067,0,0
P00226942,P00226942,Product,0,31,31,0,104172,104172,1,1,1,0,0,0.002591,0.000079,0,7324,3,2013,0,0
