Id,Label,type,Degree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub,pageranks,componentnumber,modularity_class,stat_inf_class,eigencentrality,clustering,triangles
Star Wooden Christmas Decoration,Star Wooden Christmas Decoration,Product,634,72222,4,0.55572,0.614119,0.000288,0.034454,0.034454,0.000685,0,24,124,0.584284,0.598068,120009
Vintage Christmas Gift Sack,Vintage Christmas Gift Sack,Product,283,32956,4,0.500095,0.536282,0.000026,0.016655,0.016655,0.000322,0,24,582,0.28244,0.756911,30203
Red Flock Love Heart Photo Frame,Red Flock Love Heart Photo Frame,Product,136,10083,4,0.489457,0.510579,0.000098,0.005821,0.005821,0.00018,0,6,123,0.100192,0.484423,4447
Tv Dinner Tray Dolly Girl,Tv Dinner Tray Dolly Girl,Product,43,2910,5,0.460579,0.47804,0.000001,0.003027,0.003027,0.000084,0,3,894,0.051612,0.934662,844
Ivory Wire Sweetheart Letter Tray,Ivory Wire Sweetheart Letter Tray,Product,1,62,6,0.317516,0.322519,0,0.000005,0.000005,0.000059,0,18,25,0.000095,0,0
Black Baroque Carriage Clock,Black Baroque Carriage Clock,Product,1,64,5,0.365117,0.380493,0,0.000053,0.000053,0.000058,0,6,825,0.000932,0,0
Jingle Bells Tree Decoration,Jingle Bells Tree Decoration,Product,177,12541,4,0.496874,0.52081,0.000002,0.012484,0.012484,0.000162,0,24,156,0.211976,0.972586,15149
Party Cone Christmas Decoration,Party Cone Christmas Decoration,Product,201,25185,4,0.495747,0.523097,0.000023,0.012481,0.012481,0.000263,0,24,813,0.211838,0.812886,16339
Pack 20 Dolly Pegs,Pack 20 Dolly Pegs,Product,5,800,5,0.405097,0.424774,0,0.000264,0.000264,0.000067,0,7,388,0.004483,1,10
Magnets Pack Of 4 Vintage Collage,Magnets Pack Of 4 Vintage Collage,Product,321,35780,4,0.510311,0.547973,0.000234,0.017104,0.017104,0.000386,0,3,849,0.291405,0.591861,30398
Airline Bag Vintage World Champion,Airline Bag Vintage World Champion,Product,29,2020,5,0.471085,0.484045,0.000001,0.002307,0.002307,0.000079,0,6,359,0.039702,0.960591,390
Asstd Multicolour Circles Mug,Asstd Multicolour Circles Mug,Product,157,14391,4,0.491199,0.514424,0.000269,0.006915,0.006915,0.000257,0,6,464,0.119588,0.541483,6631
Round White Confetti In Tube,Round White Confetti In Tube,Product,3,162,5,0.413006,0.432145,0,0.000117,0.000117,0.000059,0,6,117,0.002055,1,3
Set Of 12 Fork Candles,Set Of 12 Fork Candles,Product,327,34191,4,0.500573,0.542604,0.000033,0.019134,0.019134,0.000326,0,3,138,0.324463,0.727397,38771
Woodland Large Red Felt Heart,Woodland Large Red Felt Heart,Product,8,496,5,0.397665,0.417721,0.000038,0.000258,0.000258,0.000093,0,24,392,0.004452,0.642857,18
Pharmacie First Aid Tin,Pharmacie First Aid Tin,Product,103,7851,5,0.485921,0.504028,0.000009,0.007457,0.007457,0.000126,0,18,110,0.127289,0.858747,4511
Wrap Christmas Village,Wrap Christmas Village,Product,355,46091,4,0.512906,0.553851,0.000081,0.019423,0.019423,0.000436,0,24,739,0.329767,0.638514,40121
Door Hanger Mum + Dads Room,Door Hanger Mum + Dads Room,Product,10,897,5,0.392371,0.412257,0,0.00045,0.00045,0.000066,0,18,366,0.007668,1,45
French Blue Metal Door Sign 4,French Blue Metal Door Sign 4,Product,79,9990,5,0.475698,0.493671,0.000003,0.005297,0.005297,0.000177,0,18,561,0.090513,0.90912,2801
Paper Bunting White Lace,Paper Bunting White Lace,Product,366,40456,4,0.520746,0.560173,0.000122,0.020276,0.020276,0.000413,0,3,450,0.345352,0.630826,42136
Pompom Curtain,Pompom Curtain,Product,76,5278,5,0.476649,0.49418,0.000006,0.003444,0.003444,0.000117,0,6,699,0.059848,0.759649,2165
Classic Glass Cookie Jar,Classic Glass Cookie Jar,Product,282,22912,4,0.50735,0.541047,0.000118,0.018311,0.018311,0.000262,0,24,472,0.310915,0.78471,31091
Grass Hopper Wooden Wall Clock,Grass Hopper Wooden Wall Clock,Product,26,1912,5,0.411839,0.433988,0.000004,0.000465,0.000465,0.000095,0,6,324,0.008413,0.636923,207
Stool Home Sweet Home,Stool Home Sweet Home,Product,3,229,6,0.328532,0.335373,0,0.000028,0.000028,0.000061,0,24,457,0.000511,1,3
Christmas Craft White Fairy,Christmas Craft White Fairy,Product,631,83045,4,0.54978,0.610465,0.000274,0.034575,0.034575,0.000745,0,24,223,0.586124,0.600604,119379
French Blue Metal Door Sign 1,French Blue Metal Door Sign 1,Product,150,16712,4,0.489001,0.511977,0.00001,0.010104,0.010104,0.000238,0,18,856,0.172135,0.857092,9578
Antique Glass Pedestal Bowl,Antique Glass Pedestal Bowl,Product,156,11971,4,0.493231,0.515536,0.00001,0.011012,0.011012,0.000162,0,18,280,0.187364,0.890074,10761
Ribbon Reel Stripes Design,Ribbon Reel Stripes Design,Product,627,70843,4,0.553609,0.611831,0.00018,0.035812,0.035812,0.000641,0,18,557,0.607877,0.637086,124630
Recycled Acapulco Mat Pink,Recycled Acapulco Mat Pink,Product,16,1540,5,0.44188,0.459912,0.000006,0.001007,0.001007,0.000107,0,8,538,0.017329,0.825,99
Letter Holder Home Sweet Home,Letter Holder Home Sweet Home,Product,51,5221,5,0.465071,0.482075,0.000054,0.002442,0.002442,0.00015,0,18,874,0.042006,0.588235,750
Basket Of Flowers Sewing Kit,Basket Of Flowers Sewing Kit,Product,54,4566,4,0.459611,0.478682,0.000001,0.002937,0.002937,0.000096,0,3,683,0.050066,0.754018,1079
Do Not Touch My Stuff Door Hanger,Do Not Touch My Stuff Door Hanger,Product,115,12084,4,0.485022,0.504956,0.000182,0.005247,0.005247,0.000227,0,6,612,0.090082,0.548589,3596
Set Of 60 Vintage Leaf Cake Cases,Set Of 60 Vintage Leaf Cake Cases,Product,843,130287,4,0.578645,0.652529,0.000929,0.041575,0.041575,0.00116,0,3,84,0.706188,0.472585,167722
Blue Bunny Easter Egg Basket,Blue Bunny Easter Egg Basket,Product,48,5068,5,0.440989,0.463108,0,0.002084,0.002084,0.000108,0,3,689,0.035577,1,1128
Vintage Red Teatime Mug,Vintage Red Teatime Mug,Product,10,636,5,0.449683,0.465142,0,0.000633,0.000633,0.000063,0,18,26,0.010942,0.888889,40
Feltcraft Doll Molly,Feltcraft Doll Molly,Product,432,59371,4,0.521679,0.569132,0.000101,0.024725,0.024725,0.000538,0,7,430,0.419804,0.667225,62116
Boys Alphabet Iron On Patches,Boys Alphabet Iron On Patches,Product,272,25155,4,0.511605,0.542286,0.000014,0.01819,0.01819,0.000273,0,6,879,0.308999,0.885934,32652
Strawberries Design Flannel,Strawberries Design Flannel,Product,167,11192,4,0.493974,0.517537,0.000002,0.011969,0.011969,0.000152,0,6,668,0.203823,0.918332,12729
Spotted White Natural Seed Necklace,Spotted White Natural Seed Necklace,Product,2,119,2,0.75,0.833333,0,0,0,0.000388,7,15,883,0.000036,1,1
Sweetheart Bird House,Sweetheart Bird House,Product,2,112,5,0.435425,0.452307,0,0.000195,0.000195,0.000057,0,18,362,0.003397,1,1
Hanging Bauble T-Light Holder Small,Hanging Bauble T-Light Holder Small,Product,4,406,5,0.355565,0.368223,0,0.00008,0.00008,0.000073,0,18,131,0.001394,1,6
Pink Owl Soft Toy,Pink Owl Soft Toy,Product,202,18310,4,0.493138,0.521413,0.000068,0.011652,0.011652,0.000223,0,3,353,0.19818,0.741244,15048
Heart Garland Rustic Padded,Heart Garland Rustic Padded,Product,161,10856,4,0.494626,0.517347,0.000008,0.009705,0.009705,0.00016,0,6,868,0.165974,0.824534,10620
Rocking Horse Red Christmas,Rocking Horse Red Christmas,Product,659,77402,4,0.558204,0.618598,0.000273,0.035919,0.035919,0.00071,0,24,132,0.609186,0.591884,128327
Beaded Crystal Heart Pink Large,Beaded Crystal Heart Pink Large,Product,44,3368,5,0.463182,0.479978,0.000005,0.001471,0.001471,0.000105,0,6,123,0.025737,0.591966,560
Flying Pig Watering Can,Flying Pig Watering Can,Product,5,315,5,0.411129,0.430823,0,0.000224,0.000224,0.00006,0,3,618,0.003861,0.8,8
Toothpaste Tube Pen,Toothpaste Tube Pen,Product,612,57923,4,0.552443,0.609544,0.000471,0.033861,0.033861,0.000579,0,24,184,0.574391,0.611833,114392
Small Pop Box Funky Monkey,Small Pop Box Funky Monkey,Product,203,13855,5,0.500859,0.526839,0.000019,0.013111,0.013111,0.000185,0,6,221,0.223895,0.835487,17130
Charlotte Bag Apples Design,Charlotte Bag Apples Design,Product,849,186343,4,0.582501,0.655198,0.000766,0.042891,0.042891,0.001572,0,3,257,0.728092,0.491477,176920
Biscuits Small Bowl Light Blue,Biscuits Small Bowl Light Blue,Product,316,29357,4,0.513106,0.549085,0.000564,0.013089,0.013089,0.000442,0,6,38,0.226579,0.487503,24263
Skulls Stickers,Skulls Stickers,Product,246,20186,4,0.50201,0.532914,0.000033,0.015203,0.015203,0.000233,0,3,181,0.258635,0.736851,22205
Orange Votive Candle,Orange Votive Candle,Product,80,9543,5,0.472187,0.491416,0.000021,0.003737,0.003737,0.000171,0,18,370,0.063986,0.625633,1977
Tea Time Tea Set In Gift Box,Tea Time Tea Set In Gift Box,Product,1,52,6,0.323189,0.328167,0,0.000009,0.000009,0.000058,0,3,426,0.000169,0,0
Set Of 4 Napkin Charms Stars,Set Of 4 Napkin Charms Stars,Product,6,526,5,0.366802,0.382679,0,0.000096,0.000096,0.000072,0,18,332,0.001703,0.666667,10
Jigsaw Tree With Watering Can,Jigsaw Tree With Watering Can,Product,191,15520,4,0.495279,0.521477,0.000195,0.008904,0.008904,0.000243,0,6,569,0.153244,0.576082,10453
Pantry Hook Tea Strainer,Pantry Hook Tea Strainer,Product,3,305,5,0.388765,0.40854,0,0.00009,0.00009,0.000169,0,8,66,0.00156,1,3
Jumbo Bag Scandinavian Blue Paisley,Jumbo Bag Scandinavian Blue Paisley,Product,836,172693,4,0.582371,0.653482,0.000845,0.041593,0.041593,0.001496,0,1,369,0.706534,0.478523,167019
Set 36 Colouring Pencils Doily,Set 36 Colouring Pencils Doily,Product,348,43458,4,0.511805,0.552071,0.000072,0.021538,0.021538,0.000417,0,24,428,0.36517,0.771026,46553
Vintage Leaf Chopping Board,Vintage Leaf Chopping Board,Product,12,677,5,0.424434,0.443887,0,0.00089,0.00089,0.000062,0,8,636,0.015084,1,66
Mirrored Wall Art Snowflakes,Mirrored Wall Art Snowflakes,Product,14,956,5,0.423406,0.44336,0.000005,0.000593,0.000593,0.000084,0,6,366,0.010218,0.681319,62
White Rocking Horse Hand Painted,White Rocking Horse Hand Painted,Product,445,45924,4,0.526601,0.573294,0.000173,0.024821,0.024821,0.000465,0,24,569,0.422214,0.650591,63983
Purple Paper Parasol,Purple Paper Parasol,Product,22,1701,5,0.452788,0.469145,0.000001,0.001162,0.001162,0.000083,0,3,328,0.019877,0.974026,225
Small White Retrospot Mug In Box,Small White Retrospot Mug In Box,Product,19,2273,5,0.444049,0.461787,0.000013,0.001007,0.001007,0.000106,0,3,511,0.0172,0.730994,125
Henrietta Hen Mug,Henrietta Hen Mug,Product,4,279,5,0.383199,0.401963,0.000001,0.000159,0.000159,0.000083,0,24,522,0.002711,0.833333,5
Red Retrospot Childrens Umbrella,Red Retrospot Childrens Umbrella,Product,282,25183,4,0.508333,0.541651,0.000956,0.017589,0.017589,0.000364,0,3,142,0.298813,0.751571,29778
Paper Lantern 9 Point Snow Star,Paper Lantern 9 Point Snow Star,Product,16,1143,5,0.436149,0.454626,0.002222,0.000753,0.000753,0.000263,0,24,123,0.012922,0.542857,57
Set 12 Kids Colour Chalk Sticks,Set 12 Kids Colour Chalk Sticks,Product,901,138287,4,0.589969,0.665459,0.00121,0.044387,0.044387,0.001248,0,7,297,0.753659,0.466154,189002
Set Of 3 Pantry Wooden Spoons,Set Of 3 Pantry Wooden Spoons,Product,22,1310,5,0.448529,0.466031,0,0.001701,0.001701,0.000068,0,3,180,0.029004,0.939394,217
Cardholder Gingham Christmas Tree,Cardholder Gingham Christmas Tree,Product,91,6770,5,0.474408,0.494211,0.000001,0.006052,0.006052,0.000113,0,24,710,0.102807,0.939194,3846
Set/6 Collage Paper Plates,Set/6 Collage Paper Plates,Product,493,50766,4,0.533781,0.584064,0.000968,0.026027,0.026027,0.000575,0,6,784,0.443622,0.562377,68204
Assorted Cheese Fridge Magnets,Assorted Cheese Fridge Magnets,Product,2,172,5,0.334566,0.341937,0,0.000032,0.000032,0.000058,0,1,432,0.000571,1,1
Hanging Fairy Cake Decoration,Hanging Fairy Cake Decoration,Product,114,12060,4,0.48102,0.501716,0.000024,0.005486,0.005486,0.000173,0,6,878,0.094272,0.673198,4260
Purple Acrylic Faceted Bangle,Purple Acrylic Faceted Bangle,Product,20,1317,5,0.408313,0.429648,0,0.000503,0.000503,0.000078,0,6,328,0.008937,1,190
Hanging Photo Clip Rope Ladder,Hanging Photo Clip Rope Ladder,Product,71,4607,5,0.478562,0.494656,0.000003,0.005192,0.005192,0.000097,0,6,489,0.088729,0.876861,2179
Small Marshmallows Pink Bowl,Small Marshmallows Pink Bowl,Product,1006,119816,4,0.605354,0.685951,0.00496,0.041917,0.041917,0.001417,0,6,724,0.716702,0.346338,175079
Eight Piece Dinosaur Set,Eight Piece Dinosaur Set,Product,1,50,5,0.325798,0.332164,0,0.000014,0.000014,0.000057,0,7,436,0.000243,0,0
Angel Decoration Painted Zinc,Angel Decoration Painted Zinc,Product,348,40417,4,0.51492,0.554105,0.000034,0.021018,0.021018,0.000389,0,24,690,0.356607,0.758554,45800
Set Of 6 Halloween Ghost T-Lights,Set Of 6 Halloween Ghost T-Lights,Product,69,4932,4,0.474837,0.491644,0.000002,0.004705,0.004705,0.000098,0,1,228,0.080133,0.872549,2047
Baking Set 9 Piece Retrospot,Baking Set 9 Piece Retrospot,Product,920,121687,4,0.591565,0.668636,0.00091,0.044824,0.044824,0.001105,0,7,905,0.761011,0.455221,192440
Easter Decoration Egg Bunny,Easter Decoration Egg Bunny,Product,78,7899,5,0.469147,0.488874,0.000022,0.002371,0.002371,0.000162,0,6,52,0.041462,0.485181,1457
Painted Metal Pears Assorted,Painted Metal Pears Assorted,Product,551,60602,4,0.541606,0.595755,0.000424,0.03032,0.03032,0.000602,0,18,648,0.515088,0.5928,89824
Measuring Tape Babushka Red,Measuring Tape Babushka Red,Product,38,2807,5,0.445255,0.46565,0.000001,0.002219,0.002219,0.000085,0,3,131,0.037757,0.83926,590
Silver Glitter Flower Votive Holder,Silver Glitter Flower Votive Holder,Product,112,9516,5,0.47338,0.496213,0.00012,0.003322,0.003322,0.000196,0,6,276,0.057819,0.457046,2841
Small Chinese Style Scissor,Small Chinese Style Scissor,Product,49,5128,5,0.461065,0.479534,0.000005,0.002607,0.002607,0.000114,0,6,366,0.044469,0.786565,925
Calendar Family Favourites,Calendar Family Favourites,Product,57,3226,5,0.471169,0.48754,0,0.004424,0.004424,0.000083,0,24,205,0.075322,0.984336,1571
Set Of 2 Round Tins Dutch Cheese,Set Of 2 Round Tins Dutch Cheese,Product,3,258,5,0.357357,0.370829,0,0.000061,0.000061,0.000094,0,6,146,0.001068,0.666667,2
Feltcraft Cushion Butterfly,Feltcraft Cushion Butterfly,Product,254,31290,4,0.504229,0.535297,0.000072,0.01651,0.01651,0.000319,0,7,92,0.280463,0.805795,25891
Gold Mug Bone China Tree Of Life,Gold Mug Bone China Tree Of Life,Product,48,3893,5,0.460984,0.478739,0,0.002931,0.002931,0.00009,0,24,526,0.049729,0.861702,972
Ivory Giant Garden Thermometer,Ivory Giant Garden Thermometer,Product,38,3046,5,0.467725,0.482584,0.000001,0.002798,0.002798,0.000087,0,18,203,0.048014,0.951636,669
Rabbit Night Light,Rabbit Night Light,Product,1264,270135,4,0.642262,0.734306,0.007473,0.051897,0.051897,0.002567,0,24,185,0.885924,0.314541,250674
Christmas Gingham Star,Christmas Gingham Star,Product,591,73174,4,0.546345,0.603476,0.000185,0.033126,0.033126,0.000671,0,24,714,0.561594,0.632493,110272
Set 12 Colour Pencils Dolly Girl,Set 12 Colour Pencils Dolly Girl,Product,518,56561,4,0.535415,0.588035,0.000141,0.029811,0.029811,0.000527,0,24,810,0.505419,0.669402,89635
Pink Fluffy Christmas Decoration,Pink Fluffy Christmas Decoration,Product,1,78,5,0.365117,0.380493,0,0.000053,0.000053,0.000058,0,6,825,0.000932,0,0
Red Kitchen Scales,Red Kitchen Scales,Product,425,39926,4,0.527448,0.571515,0.000115,0.0257,0.0257,0.000399,0,8,732,0.435878,0.724029,65235
Number Tile Vintage Font No,Number Tile Vintage Font No,Product,20,1375,5,0.44624,0.463629,0.002343,0.000294,0.000294,0.000283,0,23,373,0.005408,0.468421,89
Travel Card Wallet Pantry,Travel Card Wallet Pantry,Product,401,41060,4,0.522198,0.56551,0.00023,0.025213,0.025213,0.000408,0,21,870,0.427646,0.751421,60264
Red Gingham Rose Jewellery Box,Red Gingham Rose Jewellery Box,Product,507,50931,4,0.539157,0.588957,0.000075,0.031014,0.031014,0.00047,0,3,181,0.525427,0.721753,92580
Wall Art Horse & Pony,Wall Art Horse & Pony,Product,72,6559,5,0.449144,0.472957,0.000033,0.00317,0.00317,0.00015,0,18,874,0.054119,0.70892,1812
Set/3 Ocean Scent Candle Jewel Box,Set/3 Ocean Scent Candle Jewel Box,Product,24,1953,5,0.458647,0.47372,0.000005,0.001225,0.001225,0.000098,0,18,280,0.021123,0.764493,211
Lads Only Tissue Box,Lads Only Tissue Box,Product,212,19867,5,0.502298,0.528968,0.000492,0.011407,0.011407,0.000296,0,6,405,0.19509,0.571627,12785
Dog Bowl Chasing Ball Design,Dog Bowl Chasing Ball Design,Product,31,4304,5,0.463755,0.478771,0.000004,0.001846,0.001846,0.000129,0,6,151,0.031742,0.731183,340
Danish Rose Decorative Plate,Danish Rose Decorative Plate,Product,65,5750,5,0.476649,0.492718,0.000215,0.002028,0.002028,0.00022,0,6,72,0.03568,0.4375,910
Lunch Box I Love London,Lunch Box I Love London,Product,1023,186777,4,0.607317,0.689033,0.001645,0.047392,0.047392,0.001661,0,3,833,0.805424,0.40794,213252
Crystal Frog Phone Charm,Crystal Frog Phone Charm,Product,4,222,5,0.35422,0.367156,0,0.000077,0.000077,0.000072,0,7,153,0.001349,1,6
Frying Pan Union Flag,Frying Pan Union Flag,Product,175,15728,4,0.491291,0.516743,0.000018,0.01221,0.01221,0.000195,0,1,289,0.207488,0.880854,13411
Set/4 Bird Mirror Magnets,Set/4 Bird Mirror Magnets,Product,27,1871,5,0.445255,0.463725,0.000743,0.000771,0.000771,0.000133,0,6,332,0.013508,0.566952,199
Beaded Crystal Heart Green Small,Beaded Crystal Heart Green Small,Product,1,58,5,0.375304,0.392242,0,0.000076,0.000076,0.000057,0,18,154,0.001297,0,0
White Goose Feather Christmas Tree,White Goose Feather Christmas Tree,Product,16,974,5,0.462121,0.475467,0.000034,0.001383,0.001383,0.000086,0,18,612,0.023831,0.883333,106
Rabbit Design Cotton Tote Bag,Rabbit Design Cotton Tote Bag,Product,42,2563,4,0.454908,0.473249,0,0.002247,0.002247,0.000081,0,6,106,0.038579,0.997677,859
Set Of 60 Pantry Design Cake Cases,Set Of 60 Pantry Design Cake Cases,Product,1163,248475,4,0.628866,0.716196,0.002342,0.051031,0.051031,0.002168,0,3,577,0.868314,0.361162,244038
Woven Bubble Gum Cushion Cover,Woven Bubble Gum Cushion Cover,Product,105,6637,4,0.483235,0.502192,0,0.007794,0.007794,0.000111,0,24,537,0.132641,0.996337,5440
Assorted Colours Silk Fan,Assorted Colours Silk Fan,Product,1165,175694,4,0.630074,0.716959,0.006589,0.048874,0.048874,0.001881,0,6,157,0.833512,0.332768,225627
Pack Of 12 Traditional Crayons,Pack Of 12 Traditional Crayons,Product,1086,196231,4,0.616162,0.700979,0.002026,0.048672,0.048672,0.001747,0,7,722,0.828031,0.380514,224182
Embossed Glass Tealight Holder,Embossed Glass Tealight Holder,Product,342,33326,4,0.514616,0.553247,0.000061,0.020713,0.020713,0.000346,0,18,734,0.35181,0.721939,42097
Antique Glass Heart Decoration,Antique Glass Heart Decoration,Product,6,410,5,0.416945,0.436263,0,0.000235,0.000235,0.000064,0,18,180,0.004098,0.6,9
Traditional Modelling Clay,Traditional Modelling Clay,Product,731,101635,4,0.562634,0.630322,0.000653,0.038601,0.038601,0.000907,0,7,608,0.65456,0.543489,145011
Sweetheart Wire Magazine Rack,Sweetheart Wire Magazine Rack,Product,13,849,5,0.454435,0.468954,0,0.000966,0.000966,0.000064,0,18,161,0.016597,1,78
Frying Pan Pink Polkadot,Frying Pan Pink Polkadot,Product,43,2785,5,0.467892,0.483505,0.000001,0.003036,0.003036,0.000083,0,1,289,0.052089,0.849391,767
Jigsaw Tree With Birdhouse,Jigsaw Tree With Birdhouse,Product,273,24234,4,0.504811,0.538283,0.000106,0.014363,0.014363,0.000292,0,6,106,0.245514,0.622953,23129
Lipstick Pen Fuschia,Lipstick Pen Fuschia,Product,474,42165,4,0.535743,0.582793,0.000137,0.028773,0.028773,0.000423,0,24,80,0.48787,0.729521,81780
Ice Cream Pen Lip Gloss,Ice Cream Pen Lip Gloss,Product,671,87502,4,0.555603,0.618948,0.000407,0.03534,0.03534,0.000798,0,7,266,0.59987,0.543853,122250
Sweetheart Wire Fruit Bowl,Sweetheart Wire Fruit Bowl,Product,1,55,5,0.33232,0.339935,0,0.000026,0.000026,0.000057,0,18,161,0.000446,0,0
Daisy Folkart Heart Decoration,Daisy Folkart Heart Decoration,Product,3,188,5,0.408822,0.428098,0,0.0002,0.0002,0.000058,0,18,362,0.003427,1,3
Angel Decoration With Lace Padded,Angel Decoration With Lace Padded,Product,6,383,5,0.391142,0.410383,0,0.000296,0.000296,0.00006,0,18,489,0.00504,0.933333,14
Doormat Respectable House,Doormat Respectable House,Product,67,6410,5,0.475612,0.492051,0.00002,0.004139,0.004139,0.000131,0,1,163,0.070943,0.809588,1790
Card Suki Birthday,Card Suki Birthday,Product,990,124590,4,0.603405,0.68306,0.003278,0.043548,0.043548,0.001326,0,6,320,0.742864,0.379122,185601
Purple Bertie Glass Bead Bag Charm,Purple Bertie Glass Bead Bag Charm,Product,33,2189,5,0.407425,0.430271,0.000001,0.000659,0.000659,0.000097,0,6,805,0.011842,0.901515,476
Party Bunting,Party Bunting,Product,1409,306204,4,0.671359,0.764233,0.010825,0.052849,0.052849,0.003098,0,3,165,0.903571,0.261129,259023
Magic Drawing Slate Spaceboy,Magic Drawing Slate Spaceboy,Product,589,77743,4,0.548171,0.604461,0.000521,0.031267,0.031267,0.000733,0,7,68,0.531018,0.556033,96286
Set Of 3 Heart Cookie Cutters,Set Of 3 Heart Cookie Cutters,Product,1132,168790,4,0.623633,0.710065,0.002175,0.050066,0.050066,0.001564,0,3,720,0.851786,0.366476,234598
Pack Of 12 Vintage Leaf Tissues,Pack Of 12 Vintage Leaf Tissues,Product,158,19845,4,0.487184,0.511787,0.000004,0.010549,0.010549,0.000215,0,24,810,0.178871,0.86987,10789
Party Pizza Dish Pink Polkadot,Party Pizza Dish Pink Polkadot,Product,277,31745,5,0.503745,0.538277,0.000216,0.011221,0.011221,0.000422,0,6,373,0.194089,0.500706,19140
Set Of 4 Napkin Charms Leaves,Set Of 4 Napkin Charms Leaves,Product,30,1898,5,0.435425,0.455769,0.00003,0.001013,0.001013,0.0001,0,6,332,0.01776,0.737931,321
Feltcraft Cushion Rabbit,Feltcraft Cushion Rabbit,Product,304,36517,4,0.512605,0.547052,0.000096,0.019085,0.019085,0.000363,0,7,31,0.324052,0.770215,35473
Silk Purse Babushka Pink,Silk Purse Babushka Pink,Product,86,5633,5,0.479525,0.497357,0.000359,0.006642,0.006642,0.00016,0,6,847,0.113304,0.932969,3410
Pack Of 12 Red Retrospot Tissues,Pack Of 12 Red Retrospot Tissues,Product,690,109576,4,0.559275,0.623141,0.000463,0.036327,0.036327,0.000974,0,3,126,0.616708,0.542475,128949
Skulls Design Cotton Tote Bag,Skulls Design Cotton Tote Bag,Product,22,1309,4,0.433625,0.453425,0,0.001283,0.001283,0.000069,0,6,528,0.021932,0.982684,227
Tablecloth Red Apples Design,Tablecloth Red Apples Design,Product,8,554,5,0.402671,0.422697,0,0.00039,0.00039,0.000061,0,3,168,0.006633,1,28
Kids Rain Mac Pink,Kids Rain Mac Pink,Product,82,6079,4,0.474065,0.493042,0.000001,0.005397,0.005397,0.000108,0,3,438,0.091956,0.834086,2770
Small Glass Heart Trinket Pot,Small Glass Heart Trinket Pot,Product,947,110844,4,0.597358,0.6748,0.001453,0.04477,0.04477,0.001088,0,18,642,0.761165,0.428354,191873
Hand Towel Pale Blue W Flowers,Hand Towel Pale Blue W Flowers,Product,47,4509,5,0.455936,0.474863,0.000006,0.002238,0.002238,0.000105,0,3,346,0.038521,0.913043,987
Retro Tin Ashtray Revolutionary,Retro Tin Ashtray Revolutionary,Product,1,60,5,0.373594,0.390272,0,0.000078,0.000078,0.000057,0,21,887,0.001322,0,0
Mini Playing Cards Gymkhana,Mini Playing Cards Gymkhana,Product,275,43618,4,0.498574,0.534471,0.000058,0.015957,0.015957,0.00042,0,24,251,0.270797,0.727326,27402
Panda And Bunnies Sticker Sheet,Panda And Bunnies Sticker Sheet,Product,96,6777,4,0.476736,0.496569,0.000771,0.006082,0.006082,0.000189,0,3,631,0.103683,0.817105,3726
Set Of 6 Ribbons Party,Set Of 6 Ribbons Party,Product,53,3502,5,0.4427,0.465173,0,0.002323,0.002323,0.000095,0,3,689,0.039647,0.980406,1351
Angel Decoration Stars On Dress,Angel Decoration Stars On Dress,Product,277,24726,4,0.50735,0.540094,0.000158,0.01582,0.01582,0.00029,0,24,489,0.269292,0.72859,27650
Noel Garland Painted Zinc,Noel Garland Painted Zinc,Product,423,48175,4,0.523971,0.569196,0.000077,0.024393,0.024393,0.000476,0,24,393,0.413842,0.712447,63588
Treasure Island Book Box,Treasure Island Book Box,Product,368,46218,4,0.513911,0.556202,0.00004,0.022794,0.022794,0.000429,0,7,715,0.386405,0.755227,50999
Novelty Biscuits Cake Stand 3 Tier,Novelty Biscuits Cake Stand 3 Tier,Product,47,2915,5,0.468811,0.484617,0,0.003782,0.003782,0.00008,0,3,387,0.064549,0.985199,1065
Mirror Mosaic T-Light Holder Round,Mirror Mosaic T-Light Holder Round,Product,11,3042,5,0.407298,0.427367,0.000064,0.000295,0.000295,0.000231,0,5,511,0.005131,0.509091,28
Felt Egg Cosy Chicken,Felt Egg Cosy Chicken,Product,103,7539,5,0.481903,0.501201,0.00024,0.006606,0.006606,0.000144,0,3,59,0.112976,0.743575,3906
Tv Dinner Tray Vintage Paisley,Tv Dinner Tray Vintage Paisley,Product,92,6369,5,0.478301,0.497261,0.000035,0.003331,0.003331,0.000151,0,6,72,0.058397,0.722169,3023
12 Pencils Tall Tube Posy,12 Pencils Tall Tube Posy,Product,356,45269,4,0.515122,0.555407,0.000731,0.016806,0.016806,0.000549,0,6,10,0.287541,0.495411,31305
Set 12 Vintage Doily Chalk,Set 12 Vintage Doily Chalk,Product,160,13748,4,0.489823,0.513598,0.000004,0.010349,0.010349,0.000167,0,24,618,0.175583,0.884198,11247
Wall Art Garden Haven,Wall Art Garden Haven,Product,19,2080,5,0.39997,0.421311,0,0.000638,0.000638,0.000087,0,18,874,0.010943,0.900585,154
Mirrored Wall Art Ladies,Mirrored Wall Art Ladies,Product,15,943,5,0.400397,0.420867,0,0.000397,0.000397,0.000077,0,6,22,0.007022,0.952381,100
Hot Water Bottle Keep Calm,Hot Water Bottle Keep Calm,Product,813,118479,4,0.575093,0.646969,0.00136,0.040114,0.040114,0.001113,0,24,756,0.680882,0.478293,157874
